#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
makeLocusGraph_chromId_489_chr5_KN196477v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_489_chr5_KN196477v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr5_KN196477v1_alt:1-139087 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_490_chr5_KV575243v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_490_chr5_KV575243v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr5_KV575243v1_alt:1-362221 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_491_chr5_KV575244v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_491_chr5_KV575244v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr5_KV575244v1_fix:1-673059 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_492_chr6_KZ208911v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_492_chr6_KZ208911v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr6_KZ208911v1_fix:1-242796 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_493_chr6_KQ090017v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_493_chr6_KQ090017v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr6_KQ090017v1_alt:1-82315 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_494_chr6_KQ031387v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_494_chr6_KQ031387v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr6_KQ031387v1_fix:1-320750 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_495_chr6_KN196478v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_495_chr6_KN196478v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr6_KN196478v1_fix:1-268330 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_496_chr6_KQ090016v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_496_chr6_KQ090016v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr6_KQ090016v1_fix:1-245716 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_497_chr6_KV766194v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_497_chr6_KV766194v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr6_KV766194v1_fix:1-139427 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_498_chr7_KV880764v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_498_chr7_KV880764v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr7_KV880764v1_fix:1-142129 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_499_chr7_KV880765v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_499_chr7_KV880765v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr7_KV880765v1_fix:1-468267 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_500_chr7_KZ208912v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_500_chr7_KZ208912v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr7_KZ208912v1_fix:1-589656 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_501_chr7_KZ208913v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_501_chr7_KZ208913v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr7_KZ208913v1_alt:1-680662 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_502_chr7_KQ031388v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_502_chr7_KQ031388v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr7_KQ031388v1_fix:1-179932 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_503_chr8_KZ208915v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_503_chr8_KZ208915v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr8_KZ208915v1_fix:1-6367528 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_504_chr8_KV880767v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_504_chr8_KV880767v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr8_KV880767v1_fix:1-265876 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_505_chr8_KV880766v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_505_chr8_KV880766v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr8_KV880766v1_fix:1-156998 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_506_chr8_KZ208914v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_506_chr8_KZ208914v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr8_KZ208914v1_fix:1-165120 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_507_chr9_KQ090018v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_507_chr9_KQ090018v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr9_KQ090018v1_alt:1-163882 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_508_chr9_KQ090019v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_508_chr9_KQ090019v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr9_KQ090019v1_alt:1-134099 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_509_chr9_KN196479v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_509_chr9_KN196479v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr9_KN196479v1_fix:1-330164 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_510_chr10_KN538367v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_510_chr10_KN538367v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KN538367v1_fix:1-420164 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_511_chr10_KQ090020v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_511_chr10_KQ090020v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KQ090020v1_alt:1-185507 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_512_chr10_KN196480v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_512_chr10_KN196480v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KN196480v1_fix:1-277797 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_513_chr10_KQ090021v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_513_chr10_KQ090021v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KQ090021v1_fix:1-264545 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_514_chr10_KN538366v1_fix_0000_to_chromId_515_chr10_KN538365v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_514_chr10_KN538366v1_fix_0000_to_chromId_515_chr10_KN538365v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr10_KN538366v1_fix:1-85284 --region chr10_KN538365v1_fix:1-14347 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_516_chr11_KQ759759v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_516_chr11_KQ759759v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KQ759759v1_fix:1-196940 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_517_chr11_KN538368v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_517_chr11_KN538368v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KN538368v1_alt:1-203552 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_518_chr11_KV766195v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_518_chr11_KV766195v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KV766195v1_fix:1-140877 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_519_chr11_KQ090022v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_519_chr11_KQ090022v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KQ090022v1_fix:1-181958 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_520_chr11_KN196481v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_520_chr11_KN196481v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr11_KN196481v1_fix:1-108875 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_521_chr12_KQ090023v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_521_chr12_KQ090023v1_alt_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KQ090023v1_alt:1-109323 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
makeLocusGraph_chromId_522_chr12_KZ208916v1_fix_0000		command	1	1536	0	0	makeGraphTmpDir		/home/azureuser_michael/Utils/miniforge3/envs/manta_env/libexec/EstimateSVLoci --output-file /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_522_chr12_KZ208916v1_fix_0000.bin --align-stats /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/alignmentStats.xml --region chr12_KZ208916v1_fix:1-1046838 --min-candidate-sv-size 8 --min-edge-observations 3 --ref /home/azureuser_michael/Data/Read_Alignment/hg_38.fa --align-file /home/azureuser_michael/Data/Post_Processing/CA.bam --tumor-align-file /home/azureuser_michael/Data/Post_Processing/TA.bam --chrom-depth /home/azureuser_michael/Data/Variant_Calling/SV_Results/workspace/chromDepth.txt
